id,url,title,comment_body,html_url,notes,build_fail_reason
390203749,https://api.github.com/repos/NetCZ/vue-pikaday/issues/28,An in-range update of rollup-plugin-babel is breaking the build 🚨,After pinning to **4.0.3** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/NetCZ/vue-pikaday/issues/28,,
410052359,https://api.github.com/repos/datacurationproject/CatanieDataLoad/issues/31,An in-range update of @types/mocha is breaking the build 🚨,After pinning to **5.2.5** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/datacurationproject/CatanieDataLoad/issues/31,,
367441775,https://api.github.com/repos/patkub/rmc1891-site/issues/115,An in-range update of browser-sync is breaking the build 🚨,After pinning to **2.24.7** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/patkub/rmc1891-site/issues/115,,
296191829,https://api.github.com/repos/gauntface/web-push-book/issues/97,An in-range update of chalk is breaking the build 🚨,After pinning to **2.3.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/gauntface/web-push-book/issues/97,,
390325270,https://api.github.com/repos/arlac77/bitbucket-repository-provider/issues/364,An in-range update of travis-deploy-once is breaking the build 🚨,After pinning to **5.0.9** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/arlac77/bitbucket-repository-provider/issues/364,,
188854044,https://api.github.com/repos/chrisguttandin/midi-player/issues/29,An in-range update of worker-timers is breaking the build 🚨,"After pinning to **2.0.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.
",https://github.com/chrisguttandin/midi-player/issues/29,,
386491936,https://api.github.com/repos/JimmyBeldone/reapt/issues/10,An in-range update of webpack-pwa-manifest is breaking the build 🚨,After pinning to **3.7.1** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/JimmyBeldone/reapt/issues/10,,
453021392,https://api.github.com/repos/ChocPanda/ava-env/issues/8,An in-range update of rollup is breaking the build 🚨,After pinning to **1.14.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/ChocPanda/ava-env/issues/8,,
361835395,https://api.github.com/repos/arendjr/selectivity/issues/251,An in-range update of prettier is breaking the build 🚨,After pinning to **1.14.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/arendjr/selectivity/issues/251,,
413972168,https://api.github.com/repos/magarcia/magarcia.io/issues/17,An in-range update of gatsby is breaking the build 🚨,After pinning to **2.0.29** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/magarcia/magarcia.io/issues/17,,
557866291,https://api.github.com/repos/hisptz/hris-maintenance-app/issues/414,An in-range update of @angular-devkit/build-angular is breaking the build 🚨,After pinning to **0.803.23** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/hisptz/hris-maintenance-app/issues/414,,
280715676,https://api.github.com/repos/dolanmiu/Git-Proton/issues/100,An in-range update of core-js is breaking the build 🚨,After pinning to **2.5.1** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/dolanmiu/Git-Proton/issues/100,,
446519047,https://api.github.com/repos/all-contributors/all-contributors-bot/issues/206,An in-range update of all-contributors-cli is breaking the build 🚨,After pinning to **6.5.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/all-contributors/app/issues/206,,
450447369,https://api.github.com/repos/Tellios/prescript-webpack-plugin/issues/4,An in-range update of @types/node is breaking the build 🚨,After pinning to **12.0.3** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/Tellios/prescript-webpack-plugin/issues/4,,
432823433,https://api.github.com/repos/Yoctol/postcss-preset-yoctol/issues/15,An in-range update of eslint-plugin-import is breaking the build 🚨,After pinning to **2.16.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/Yoctol/postcss-preset-yoctol/issues/15,,
459357419,https://api.github.com/repos/Kronos-Integration/kronos-flow-control-step/issues/763,An in-range update of rollup-plugin-executable is breaking the build 🚨,After pinning to **1.4.6** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/Kronos-Integration/kronos-flow-control-step/issues/763,,
605311411,https://api.github.com/repos/chrisguttandin/here-maps-type-guards/issues/123,An in-range update of karma-browserstack-launcher is breaking the build 🚨,After pinning to **1.5.1** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/chrisguttandin/here-maps-type-guards/issues/123,,
459852854,https://api.github.com/repos/phixo/react-reduckx/issues/21,An in-range update of eslint-plugin-react is breaking the build 🚨,After pinning to **7.14.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/phixo/react-reduckx/issues/21,,
279955429,https://api.github.com/repos/sebastianhaas/medical-appointment-scheduling/issues/528,An in-range update of tslib is breaking the build 🚨,After pinning to **1.8.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/sebastianhaas/medical-appointment-scheduling/issues/528,,
427312552,https://api.github.com/repos/yumetodo/object-type-traits/issues/8,An in-range update of eslint is breaking the build 🚨,After pinning to **5.15.3** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/yumetodo/object-type-traits/issues/8,,
424061682,https://api.github.com/repos/strongloop/loopback4-example-shopping/issues/66,An in-range update of @loopback/authentication is breaking the build 🚨,After pinning to **1.0.16** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/strongloop/loopback4-example-shopping/issues/66,,
462358989,https://api.github.com/repos/dimanech/atlas-guide/issues/132,An in-range update of marked is breaking the build 🚨,After pinning to **0.6.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/dimanech/atlas-guide/issues/132,,
413526723,https://api.github.com/repos/thebespokepixel/documentation-theme-bespoke/issues/54,An in-range update of documentation is breaking the build 🚨,After pinning to **9.1.1** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/thebespokepixel/documentation-theme-bespoke/issues/54,,
583660935,https://api.github.com/repos/chrisguttandin/extendable-media-recorder/issues/539,An in-range update of mocha is breaking the build 🚨,After pinning to **7.1.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/chrisguttandin/extendable-media-recorder/issues/539,,
368900834,https://api.github.com/repos/Skyscanner/backpack/issues/1103,An in-range update of semver is breaking the build 🚨,After pinning to **5.5.1** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/Skyscanner/backpack/issues/1103,,
406767277,https://api.github.com/repos/pvdlg/karma-sass-preprocessor/issues/99,An in-range update of ava is breaking the build 🚨,After pinning to **1.2.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/pvdlg/karma-sass-preprocessor/issues/99,,
543005662,https://api.github.com/repos/JuliusKoronci/typescript-library-starter/issues/9,An in-range update of webpack is breaking the build 🚨,After pinning to **4.41.4** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/JuliusKoronci/typescript-library-starter/issues/9,,
359677678,https://api.github.com/repos/Kikobeats/html-urls/issues/19,An in-range update of lodash is breaking the build 🚨,After pinning to **4.17.10** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/Kikobeats/html-urls/issues/19,,
467733477,https://api.github.com/repos/stencila/dockta/issues/101,An in-range update of @types/got is breaking the build 🚨,After pinning to **9.6.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/stencila/dockta/issues/101,,
374592954,https://api.github.com/repos/dwmkerr/gameboard/issues/103,An in-range update of metro-react-native-babel-preset is breaking the build 🚨,After pinning to **0.48.1** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/dwmkerr/gameboard/issues/103,,
444887034,https://api.github.com/repos/taevel02/personal-blog-project/issues/43,An in-range update of eslint-config-prettier is breaking the build 🚨,After pinning to **4.2.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/taevel02/personal-blog-project/issues/43,,
360212591,https://api.github.com/repos/rucken/cli/issues/62,An in-range update of @oclif/command is breaking the build 🚨,After pinning to **1.5.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/rucken/cli/issues/62,,
509461918,https://api.github.com/repos/suculent/thinx-device-api/issues/119,An in-range update of ws is breaking the build 🚨,After pinning to **7.1.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/suculent/thinx-device-api/issues/119,,
395008941,https://api.github.com/repos/bencoveney/barrelsby/issues/93,An in-range update of @types/sinon is breaking the build 🚨,After pinning to **7.0.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/bencoveney/barrelsby/issues/93,,
326956619,https://api.github.com/repos/Chatie/db/issues/53,An in-range update of auth-angular is breaking the build 🚨,After pinning to **0.4.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/Chatie/db/issues/53,,
278970333,https://api.github.com/repos/KenanY/on-escape/issues/26,An in-range update of tape-run is breaking the build 🚨,After pinning to **3.0.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/KenanY/on-escape/issues/26,,
432848307,https://api.github.com/repos/FrontendRangers/platoon/issues/29,An in-range update of stylelint-config-standard is breaking the build 🚨,After pinning to **18.2.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/FrontendRangers/platoon/issues/29,,
480322642,https://api.github.com/repos/arlac77/statetransition-mixin/issues/482,An in-range update of semantic-release is breaking the build 🚨,After pinning to **15.13.20** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/arlac77/statetransition-mixin/issues/482,,
476423493,https://api.github.com/repos/SFDO-Tooling/MetaDeploy/issues/412,An in-range update of i18next-xhr-backend is breaking the build 🚨,After pinning to **3.0.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/SFDO-Tooling/MetaDeploy/issues/412,,
477440866,https://api.github.com/repos/strapi/strapi-sdk-javascript/issues/83,An in-range update of js-cookie is breaking the build 🚨,After pinning to **2.2.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/strapi/strapi-sdk-javascript/issues/83,,
475336437,https://api.github.com/repos/flyve-mdm/web-mdm-dashboard/issues/1266,An in-range update of gh-pages is breaking the build 🚨,After pinning to **2.0.1** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/flyve-mdm/web-mdm-dashboard/issues/1266,,
389679310,https://api.github.com/repos/npezza93/archipelago/issues/99,An in-range update of electron-builder is breaking the build 🚨,After pinning to **20.38.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/npezza93/archipelago/issues/99,,
400192027,https://api.github.com/repos/cytoscape/cytoscape.js/issues/2269,An in-range update of rollup-plugin-license is breaking the build 🚨,After pinning to **0.8.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/cytoscape/cytoscape.js/issues/2269,,
513520944,https://api.github.com/repos/GNS3/gns3-web-ui/issues/560,An in-range update of @angular/cli is breaking the build 🚨,After pinning to **8.3.14** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/GNS3/gns3-web-ui/issues/560,,
390204125,https://api.github.com/repos/blgm/jfq/issues/45,An in-range update of rollup-plugin-babel is breaking the build 🚨,After pinning to **4.0.3** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/blgm/jfq/issues/45,,
267571574,https://api.github.com/repos/cloudant-labs/cloudant-follow/issues/12,An in-range update of eslint-plugin-node is breaking the build 🚨,After pinning to **5.2.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/cloudant-labs/cloudant-follow/issues/12,,
574166459,https://api.github.com/repos/JimiC/nsri/issues/51,An in-range update of @typescript-eslint/parser is breaking the build 🚨,After pinning to **2.21.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/JimiC/nsri/issues/51,,
380888723,https://api.github.com/repos/Kronos-Integration/interceptor-stream-obj2string/issues/404,An in-range update of semantic-release is breaking the build 🚨,After pinning to **15.11.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/Kronos-Integration/interceptor-stream-obj2string/issues/404,,
410285439,https://api.github.com/repos/fabe/gatsby-universal/issues/22,An in-range update of gatsby is breaking the build 🚨,After pinning to **2.1.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/fabe/gatsby-universal/issues/22,,
461502106,https://api.github.com/repos/so5/abc4/issues/38,An in-range update of eslint-plugin-jsdoc is breaking the build 🚨,After pinning to **9.0.1** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/so5/abc4/issues/38,,
482323757,https://api.github.com/repos/food-innovation/mock-member-connex/issues/59,An in-range update of uuid is breaking the build 🚨,After pinning to **3.3.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/food-innovation/mock-member-connex/issues/59,,
238936019,https://api.github.com/repos/typings/core/issues/189,An in-range update of typescript is breaking the build 🚨,After pinning to **2.4.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/typings/core/issues/189,,
420932570,https://api.github.com/repos/amsross/beer/issues/25,An in-range update of serverless-offline is breaking the build 🚨,After pinning to **4.9.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/amsross/beer/issues/25,,
464849155,https://api.github.com/repos/enqueuer-land/stacker/issues/67,An in-range update of @vue/cli-plugin-babel is breaking the build 🚨,After pinning to **3.9.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/enqueuer-land/stacker/issues/67,,
424338264,https://api.github.com/repos/jwhittle933/jonathanwhittledev.com/issues/15,An in-range update of react is breaking the build 🚨,After pinning to **16.8.4** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/jwhittle933/jonathanwhittledev.com/issues/15,,
590845858,https://api.github.com/repos/Kronos-Integration/cluster-node/issues/1596,An in-range update of documentation is breaking the build 🚨,After pinning to **12.1.4** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/Kronos-Integration/cluster-node/issues/1596,,
431350898,https://api.github.com/repos/chrisguttandin/here-maps-type-guards/issues/23,An in-range update of rollup is breaking the build 🚨,After pinning to **1.9.2** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/chrisguttandin/here-maps-type-guards/issues/23,,
614969004,https://api.github.com/repos/jubianchi/semver-check/issues/76,An in-range update of conventional-changelog-cli is breaking the build 🚨,After pinning to **2.0.33** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/jubianchi/semver-check/issues/76,,
454947593,https://api.github.com/repos/linkedin/opticss/issues/54,An in-range update of husky is breaking the build 🚨,After pinning to **2.4.0** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/linkedin/opticss/issues/54,,
427311885,https://api.github.com/repos/davidbonnet/realue/issues/39,An in-range update of eslint is breaking the build 🚨,After pinning to **5.15.3** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/davidbonnet/realue/issues/39,,
378564822,https://api.github.com/repos/kremalicious/blog/issues/93,An in-range update of gatsby-plugin-sass is breaking the build 🚨,After pinning to **2.0.3** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/kremalicious/blog/issues/93,,
325791693,https://api.github.com/repos/lightninglabs/lightning-app/issues/337,An in-range update of grpc is breaking the build 🚨,After pinning to **1.11.3** your tests are still failing. The reported issue _might_ not affect your project. These imprecisions are caused by inconsistent test results.,https://github.com/lightninglabs/lightning-app/issues/337,,
